title,topic_idx
"여덟 번째 다시 돌아온 4·16..""희생자 기억 · 진상 규명""",2
"대통령직인수위 지역특위, 광주·전남 현안 점검",2
"강신기 동구청장 예비후보 ""동구민 20만 시대 개막""",2
"주광덕 남양주시장 예비후보, '100만 상상캠프 개소식'.. 핵심공약 발표",2
"오늘 강원 3,117명 신규 확진..11일째 만 명 밑돌아",2
서해안고속도로 매송휴게소 일대 교통사고..승용차 1대 전소,2
안상수 인천시장 예비후보 문학야구장 5-0 승리 관전,2
누구나 자유롭게 이동할 권리가 있다! [밀착취재],2
"송하진 , 民 공관위에 컷오프 재심 청구..지지자들, 기자회견서 民 성토 예정",2
[영상] 딸에게 자수 설득한 아버지..경찰에 주소 넘기고 검거 동행,2
코로나19 확진자 1천명대 밑으로 떨어져,2
"김오수 검찰총장 ""철저한 수사로 '계곡살인' 실체 진실 명확히 밝혀야""",2
"통영 사량도서 차량 추락으로 2명 경상..사천해경, 경비정 투입해 이송",2
4월 16일 MBN 종합뉴스 클로징,2
1011회 로또 1등 11명→22억원씩..6명 자동선택(종합),2
공개수배에도 버젓이 거리 활보..CCTV 찍힌 이은해·조현수,2
거리두기 없어지는데..꼭 지켜야할 방역수칙은?,2
"세월호 8년, 안전의식 높아졌을까?..해양사고는 증가",2
1011회 로또 1등 11명 '22억씩'..자동 선택 명단 6곳 봤더니,2
"울산 오늘 신규 확진 2,018명..누적 확진 33만 4천여 명",2
[속보] 오후 9시까지 9만1566명 신규 확진..전날 동기보다 1만3349명↓,2
"1011회 로또 1등 '1, 9, 12, 26, 35, 38'..보너스 '42'",2
"로또 1등 '1, 9, 12, 26, 35, 38'..당첨금 22.2억",2
남양주시 푸드플랜 7개분야 41개 실행과제 도출,2
"윤봉근 ""교육국제화특구 지정..명품교육 도시 광산 만들 것""",2
"[영상] ""아빠는 8년 동안 널 잊어본 적이 없단다""",2
'공천 배제' 김산 무안군수 무소속 출마 강행,2
"""시급 1만 2000원으로 올려도 시큰둥""..아르바이트 구인난",2
"코로나19 신규확진자 9만1566명, 전날보다 1만3349명 ↓",2
"""아버지가 딸 이은해에 자수 권유""..'CCTV' 확보한 경찰",2
"김동환 예비후보, 전남교육사랑펀드 출시",2
[격전지를 가다]영암군수 '현직 3선 도전' 경선부터 치열,2
클로징,2
"민주 전남도당 재심위, 30명 전원 구제 불허",2
1011회 로또 1등 11명 나왔다..당첨금 각 22억2035만원(종합),2
"""오일로 마사지 해줄게""..딸 술 먹여 성추행한 父 끔찍 검색어",2
신안산선 시흥 매화역 신설..여의도 20분대 진입,2
"김충섭 김천시장 예비후보 선거사무소 개소..""검증된 시장""",2
부산 기장 야산 입구 창고에서 불..재산피해,2
"""초동수사 아쉬워, 억울함 풀어달라"" 계곡살인 유족들 호소",2
주광덕 남양주시장 예비후보 '100만 상상캠프' 개소,2
18일부터 거리두기 해제..제주 일부 보건소 정상 운영,2
"진도·안산 등서 8주기 기억식..""우린 잊지 않았어""",2
"울산시, 전국체전 특별교부세 20억 원 확보",2
'다름'이 '차별'이 되지 않게..코로나19 속 장애인의 삶,2
제1011회 로또 1등 11명..1인당 '22억2035만원' 받는다(상보),2
"'세월호 8주기' 온라인 추모 물결..""잊지 않겠습니다""",2
김포 양촌읍 폐자재 공장 화재..건물 2개동 불에 타,2
'1011회' 로또 1등 당첨자 11명..1인당 당첨금은 얼마?,2
대구 학교 급식소 조리기구 식중독균 '안전',2
거리두기 해제 앞둔 주말..일상회복 기대에 나들이객 '북적',2
"하성천 노무현재단광주지역위 운영위원, 남구의원 출사표",2
"""스파이더맨 놀이하다가""..美 청소년 공사장 건물서 추락",2
"국민연금 이사장, 임기 1년 4개월 남기고 사표..尹 당선 후 첫 사례",2
세월호 8주기 추모 행사..주말 서울 도심 곳곳 집회(종합),2
"'계곡살인' 이은해·조현수,  삼송역 오피스텔에 있었다",2
"""이은해 여기 있는 줄 몰랐다"" 은신처 오피스텔 주민들 '경악'",2
"송하진 지사 경선 컷오프 결정 불복, 재심 청구",2
세월호 참사 8주기..추모 물결 이어져,2
'계곡살인' 피의자 이은해·조현수 검거..아버지 설득에 자수,2
포항서 5명 탄 레저요트 엔진고장..지나가던 요트에 구조,2
김수현 통영지청장 '검수완박 반대' 사의 표명,2
"""8년째 변한 게 없네""..바다 위 벚꽃 흩날린 세월호 8주기",2
제1011회 로또 1등 당첨금 '22.2억'..명당은 어디?,2
"김오수 검찰총장 ""계곡살인 사건, 철저한 수사로 실체진실 밝혀야""",2
"[속보]정호영 복지부 장관 후보자, 내일 기자회견..""의혹 해명할 것""",2
"김오수 검찰총장, '계곡 살인' 철저한 수사 지시",2
[영상] 도주 넉 달만에 잡힌 이은해·조현수..'아버지 설득' 결정적,2
"코로나로 '집콕'.. ""우리 아이가 살쪘어요""",2
"[단독]女화장실 불법 촬영범, 또래 고등학생이 잡았다",2
오후 9시까지 전국서 9만1566명 확진..어제보다 1만3349명 적어,2
부산 첫 HDC현산 시공 계약 해지..서금사A구역,2
지역 곳곳서 세월호 참사 8주기 추모 행사,2
"[더스페셜리스트] 코로나 블루, 단순히 외로워서 그럴까",2
"현직 검사 3번째 사의..""검수완박, 국민에 폐해""",2
"김오수 ""검찰 수사권 폐지로 국민 피해 구제 못할까 우려""",2
부유식 해상풍력 찬성 시민추진단 출범,2
서울 오후 9시까지 1만4815명 확진..이틀 연속 1만명대(종합),2
"이은해·조현수, 인천지검 압송 '계곡살인' 수사 급물살",2
괴산 옥수수 창고서 불..1억 8천여만 원 피해,2
건물 공사장 8층서 스파이더맨 흉내 내다 추락,2
[MNG] 이은해·조현수 수사 시작..살인 혐의 입증이 관건,2
"밀양시자원봉사센터, 탄소중립 실천에 나서",2
"[단독] 정호영 아들 '척추협착' 진단 의사 ""기억 안 난다""",2
"""걔 착한 애다""..주차협박 수사관 발언에 비난 쇄도",2
횡단보도 건너던 80대 차에 치여 숨져,2
"'100만원 가격 뚝, 이게 실화'..삼성 접는폰 헐값 됐다",0
"""대답만 하는 AI스피커 가라""..질문도 하는 네이버 '클로바'",0
[부고] 이기선(과기정통부 홍보담당관)씨 부친상,0
"[써보니] 샤오미 '레드미노트11 프로', 삼성전자 '갤럭시A53'에 도전장..승자는",0
"TSMC 도망가고, 인텔은 쫓아오고..고민 커지는 삼성전자 [MK위클리반도체]",0
[고든 정의 TECH+] EUV 반도체 미세 공정에 진심인 인텔..오리건 D1X 모드3 공개,0
"컴투스 '서머너즈워', 일매출 80억 신기록..100억 넘을지 주목",0
[부고]이기선(과학기술정보통신부 대변인실 홍보담당관)씨 부친상,0
"LG유플러스, 신사업으로 도약 '예고'.. 성장 동력 정조준",0
"""넷플릭스 쫓다 손실만 수백억원인데"" 밥그릇 싸움 '이것'",0
"사이판, 마스크 규제 등 방역 해제..사이판 마라톤 대회 2년 만에 열려",0
'인터넷은 어떻게 작동하는가'..19일 국제 세미나,0
"[르포] ""현실이 영화를 따라간다"" 첨단기술 탑재한 네이버 신사옥 1784",0
고체전지 성능·내구성 향상.. 상용화 앞당기나,0
"장기조직기증원, 대한민국 가치경영 대상 수상",0
[2022 필즈상 후보] (6) 미분기하학의 기대주 쑨쏭 버클리 캘리포니아대 교수,0
"中 화웨이 반도체 기업, 세계 25위 밖으로 추락..""美 제재 직격""",0
관객들은 왜 '방구석 1열'로 향할까,0
지속가능한 소재를 활용한 패션브랜드,0
"""똑같이 야근하는데, 카카오 절반도 못 받네"" '이 회사' 직원은 웁니다",0
"[CEO포커스]허진영 펄어비스 대표, '검은사막 모바일'로 중국 시장 본격 진출..실적 반등 꾀할까",0
"옷 못입어도 착한 페어폰..""이래봬도 삼성·애플보다 선배님""",0
"""피할 수 없다고? 그럼 적응해""..그래서 인류는 살아남았다 [사이언스라운지]",0
"트위터, 머스크 적대적 인수 시도에 '포이즌 필' 가동",0
"대만·홍콩서 흥행 이어가는 '오딘'..카카오게임즈, 올해 매출 전망 60%↑",0
"펄어비스, 2022년 채용연계형 여름 인턴 19개 부문 모집",0
"퍼블릭 블록체인 레지스, 올림플래닛과 메타버스·NFT사업 협력",0
CHINA SHENZHOU 13 RETURN,0
"""IT기기 수요 감소"" VS ""서버가 만회""..2분기 D램 전망 엇갈린 이유",0
"""요금 올리더니"" 6천억원 쓸어담은 넷플릭스, 한국만 호구?",0
"SK텔레콤, 메타버스·AI 반도체·양자암호..3대 '넥스트 빅테크'로 글로벌 진출",0
"""기후분석에 식생변화 포함해야..식물 증가, 기온 상승에 영향""",0
신규 확진 10만7916명..거리두기 해제 앞 '감소세 뚜렷,0
우물가는 과연 낭만의 장소였을까? [물에 관한 알쓸신잡],0
"""짝퉁 꼼짝마!""..가품 잡아내는 크림의 진품 판별법, 비결은?",0
"대만 '리니지M' 확률 논란 첫 재판..""조작이다 vs 명예훼손"" 팽팽",0
[위클리 건강] '울퉁불퉁 다리혈관' 하지정맥류..치료는 어떻게?,0
[겜별사] 분명 낯설지만 낯설지 않은 '에곤: 인페르나 벨룸',0
"[블록버스터 톺아보기]전립선암 치료제 '엑스탄디', 신개념 신약 등장 속 운명은?",0
"""현금만 3500억원"" 블랙핑크 '찐팬' 재벌, '이곳'에 꽂혔다",0
"성주재단, 여성 메타버스 크리에이터 키운다",0
" 컴투스 '서머너즈 워', 하루 매출 80억 원 '역대 최고'",0
펄어비스 '검은사막 모바일' 중국 진출 D-10..실적 반등 분수령,0
[IT슈] 광고모델부터 웹소설 주인공까지.. 디지털 휴먼 '종횡무진' 활약,0
전남 고흥군에서 규모 2.6 지진,0
카톡 계정정보 노린 '코인 거래소 사칭' 피싱메일 발견,0
"22兆 반려식물 시장, 新가전이 뜬다.. 씨앗 구독부터 AI 관리까지",0
"[표지로 읽는 과학]""약속만 지킨다면 지구 온도 상승 2도 제한 가능하다""",0
"[토요리뷰]""요즘 하늘의 별따기라는데""..승차거부 없는 심야택시?",0
"퀄컴, 작년 통신칩 시장 절반 장악..미디어텍도 약진",0
카카오모빌리티 '제1회 구글 클라우드 데브옵스 어워즈' 수상,0
'중국판 우주정거장' 만들던 中 우주비행사 6개월 만에 무사 귀환,0
"두나무 ""자회사 퓨쳐위즈, 트리거 지분 전량 매각""",0
"[IT슈] '점유율 1%' 샤오미가 韓 시장 두드리는 이유는..""IoT 생태계 확장""",0
LG이노텍-CNS 나란히 임금 10% 인상.. '형님' 넘는 '동생'들,0
"위정현 게임학회장, '메타버스는 환상인가' 서적 발간",0
'망 무임승차 방지법' 등 ICT 법안 뒷전..'검수완박'에 밀려,0
'타다vs카카오vs아이엠' 대형택시 삼파전 시작,0
"'로아 돌풍' 스마일게이트, '빅3'도 넘본다",0
"""이게 뭐라고.."" 담보로 무려 100억원 빌려, 말이 돼?",0
"펄어비스 검은사막모바일, 中 홍보대사로 치웨이 선정",0
"""윌 스미스도 참지 못하고 울컥"" 남성보다 심각 '여성 탈모' 뭐가 문제?",0
2021년 화웨이 '반도체 계열사' 세계 순위 급락..미국 제재 직격탄,0
"네·카가 불 지핀 연봉인상 경쟁, IT서비스 업계로 옮겨붙나",0
"[주홍수의 삼라만상 62] 산동네의 풍악, 별표전축 그리고 딥 퍼플",0
"'650조 러브콜' 전지현도 밀어낸 그녀들..""광고·음원까지 접수""",0
"美, 7500억원 가상화폐 해킹 배후로 北 지목",0
신규확진 뚜렷한 감소세 '10만7916명' .. 위중증도 사흘째 세자릿수,0
"""삼성 긴장해야겠네""..간만에 괜찮은 中 '가성비폰' 나왔다 [배성수의 다다IT선]",0
"""페북·인스타 천하인데 누가 싸이월드를 쓰겠냐고요?""",0
[알고IT니]윈도우에 이런 기능이?,0
"오미크론 하위변위 확산, 美 확진자 2주새 32%↑",0
⑬ 선경에 쏟아지는 집중견제..'007 공모작전' [김문기의 아이씨테크],0
"[위클리콘] ""누적 조회수 850만..'러브 어페어'로 웹소설 입문하세요""",0
[부고]이기선씨(과학기술정보통신부 대변인실 홍보담당관) 부친상,0
"'그것이 알고 싶다' 꿀벌실종사건, 군집붕괴현상이란",0
포털 다음 첫 화면 뉴스 뺐다가 슬쩍 복구,0
"세계 최초 트윗 NFT, 35억원에서 1400만원으로 1년만에 폭락",0
"11년 만에 새롭게 바뀐 성역..'디아블로2: 레저렉션', 2.4패치 적용",0
[위클리 스마트] 21일은 과학의 날..일상회복 속 과학 대면행사 '활짝',0
갤럭시와 차이없다는 레드미노트11프로·샤오미워치 직접 써보니..,0
[금융 D-택트] 금융 속에 녹아드는 영상 AI,0
"네이버 최수연 ""인앱결제 금지법 아쉬움 없다면 억지일 것""",0
지난해 거래규모 15조 NFT 용어 파헤치기,0
"지역정보개발원, 지방재정학회 춘계학술 대회 개최",0
"넷마블 오버프라임, 2차 테스트 일정 확정",0
中 선저우13호 귀환..우주 체류 183일 '최장기록',0
[지디의 네웹소설] 로맨스 인생작으로 떠오른 '러브 어페어',0
"한국파스퇴르연구소, 이명철 신임 이사장 취임",0
넷플릭스만 웃는 OTT 시장..토종 3사 작년에도 줄줄이 적자,0
10만명 아래로 '뚝'..오후 9시까지 전국서 9만1566명 확진,1
12억 투자해 68억 벌었다..빌딩 재테크 끝판왕 류준열,1
"""상하이 계속 봉쇄시 내달 中 자동차공장 전면 셧다운 우려""",1
'만사 귀찮은' 싱글족..'1코노미' 서비스 뜬다,1
"춘천시, 후평동 노후 산업단지 재생사업 본격화",1
코로나 신규 확진자 10만7916명..토요일 기준 8주래 최저,1
"강서구, '제42회 장애인의 날 기념 주간 행사' 개최",1
"한국산업단지공단, 공공기관 안전활동 '3년 연속 A등급' 달성",1
"배달의민족, 5월 종합소득세 신고 '무엇이든 물어보세요'",1
'최대 재건축' 둔촌주공 '공사 중단'..일반 분양 안갯속,1
"홍남기 ""부동산정책 일관되게 추진""..결과는 심화된 부의 격차·'영끌' 후유증 [세종픽]",1
"휘발유 가격 3주째 하락..휘발유 리터당 1,977원 20전",1
1011회 로또 1등 11명..당첨금 각 22억2035만원,1
[삼성-LG 싸우면서 큰다②]프리미엄·게이밍족 겨냥 사운드바 '소리 전쟁',1
'거리두기 해제' 치솟는 물가 기름 붓나.. 소비자물가 천정부지,1
대구 아파트 매매 가격 5개월째 하락,1
"'5주년' 파라다이스시티, 혜택 가득 '하이 5 페스티벌'",1
인재양성 힘쓰는 식품·외식업계..청년 인재 발굴 활발,1
삼성전자 초비상..16일 연속 외국인 순매도,1
멈춰 선 '최대 재건축' 둔촌..4700가구 분양 어쩌나,1
휘발유 가격 3주 연속 하락..이번주 L당 전국 평균 1천977원,1
"로드락후라이드 서울대입구역점, 신 메뉴 '한돈 버거·한돈 덮밥' 단독 출시!",1
[상암동 복덕방] 규제 완화 기대에 상승..금리 인상에 '거래절벽' 여전,1
"로또 1011회 당첨번호 조회 결과, '경기는 사실상 없다'",1
"5~6세 유아학습지 천재교과서 밀크티아이, 인스타그램 이벤트 개최",1
또 널 뛴 대선 테마주..최대 주주는 고점에 매도했다 [코주부],1
휘발유 가격 안정화되나.. 전국 평균 가격 L당 1977원,1
오후 6시까지 전날보다 1만여명 적은 7만8047명 확진..강원은 3109명,1
[세쓸통]2년 만에 사라지는 거리두기..韓 '건강권' 어디까지 왔나,1
'돈만 내고 혜택 못받어' 국민연금 말고 또 있다[뒷북경제],1
3월 대구·경북 수출·수입 모두 증가,1
하림 '끝까지 간다'..'이정재 라면' 이어 프리미엄 라면 추가로 민다,1
"'공사중단' 둔촌주공 재건축 총회..""계약 해지 수순""",1
"토스, '수퍼앱' 전략 제대로 통했다.. 국내 찍고 해외로",1
"SPC 던킨, 로얄 밀크티에 풍덩 빠진 도넛! 보기만 해도 침샘 자극!",1
휘발유값 3주 연속 하락..전국 평균 리터당 1977원,1
"""강아지랑 극장 가요""..어나더베이비-메가박스, 퍼피 시네마 개관",1
"'세월호 8주기' 金총리 ""정부 대표해 머리 숙여 사과""",1
"공사 멈춘 '둔촌주공' 조합, 공사비 증액 계약 총회 의결 취소",1
"""재건축 순번제 할 판""..노후 단지들, 뜨거운 동의율 경쟁[부동산360]",1
4월 주택입주경기 큰 폭 개선..상승폭 전국 최고,1
"국민연금 이사장, 임기 1년여 남기고 사표 제출",1
[SUV시장 진격]현대차 '더 뉴 팰리세이드' vs 기아 '더 뉴 텔루라이드',1
"텅 빈 남포동 엔데믹으로 회복될까..전문가 ""체질 개선 필요""",1
"매드포갈릭, 롯데백화점 부산본점 오픈 .. 할인 이벤트 진행",1
3주 연속 휘발유 가격 하락..L당 전국 평균 1천977원,1
"뉴욕증시, '성 금요일'로 휴장..영국·독일·홍콩도 18일까지 문 닫아",1
"""상하이 봉쇄 지속되면 내달 중국 자동차공장 전면 셧다운 우려""",1
가상화폐 거래소 업비트 사칭 SNS·이메일 등장..투자자 사기 주의,1
"""기준금리 연내 2.86% 간다""..'이자 폭탄' 가계 덮친다",1
신규 확진 나흘째 10만 명대..18일부터 거리두기 해제,1
"'주방가구' 에넥스, 배우 오윤아와 광고모델 재계약",1
"전국 입주경기 회복에도 불구.. 강원, 전국서 가장 낮아",1
올여름 더 덥다는데..선풍기 가격 최고 20% 상승,1
"""요즘 화학 기업들 개명 유행인데.."" 이걸로 친환경 이미지 변신 가능? [비즈360]",1
"화웨이 반도체 기업, 세계 순위 25권밖으로..""미국 제재 여파""",1
[유안타證 주간추천주] CJ제일제당·삼성화재·우리금융지주,1
"양도세 중과 유예..세금 확 줄이는 방법은 [도와줘요, 상속증여]",1
서울 아파트 낙찰가율 101.3%..3주째 100%대 [경매브리핑],1
임기 1년4개월 남았는데..국민연금 이사장 돌연 사의,1
집값 주춤한 사이에도..끝없이 오르는 월셋값[부동산360],1
강원도 소득형 산촌주택 입주자 모집 난항,1
월세 밀린 세입자에 승소했어도 집주인이 함부로 문 따면 형사처벌,1
[기업성장 컨설팅] 근로자의 복지 향상을 위한 사내근로복지기금,1
"인수위 지역균형발전특위, '전남·광주형 일자리' 현장 시찰",1
"[위클리마켓뷰] 비트코인, 4만달러 턱걸이..""1년 내 10만달러""",1
조선株 활짝 웃는 이유는?..현대중공업 신고가 행진,1
광주 붕괴 사고 여파.. 부산서도 HDC현대산업개발 시공사 계약 해지,1
"'천정부지' 휘발유 가격 진정세..L당 1,977원",1
서울 신규 확진 1만 8천여명..어제보다 3천여명 줄어,1
4대 걸친 구 회장 신임 받은 'LG맨' 이문호..'56년 직장생활' 비결은 [인사이드 아웃],1
임기 1년 4개월 남기고.. 김용진 국민연금 이사장 사임,1
"[김정환의 맛볼까]부활절, 달걀 대신 초콜릿 ②소피텔 앰배서더 서울",1
"한국부유식풍력, UNIST와 공동으로 해상풍력 우수 인재 확보 나서",1
대학가요제/직장인밴드대회 동시진행..청소년·대학생·사회인·직장인 대축제,1
"아영FBC, '중식대가' 이연복 셰프와 함께 아발론 와인 소개",1
윤석열 'NFT' 발행될까..시장 관심,1
"중소기업기술정보진흥원, 그린뉴딜 성과로 '정부 포상' 수상",1
5000원짜리가 3만원에 팔린다..요즘 잘나가는 '의외의 간식',1
"'소주 한 잔' 저작권 팔았다던 임창정, 작년 45억 매출 '대박'",1
"신규 확진자 10만7916명, 감소세 '뚜렷'..18일 거리두기 해제[종합]",1
"""'소주 한잔' 저작권까지 팔았다""..임창정, 40억대 매출 '대박'",1
"두끼, 해외 진출 7년만에 100호점 돌파",1
임기 1년 이상 남기고..김용진 국민연금 이사장 사표 제출,1
"""'소주 한 잔' 저작권도 팔았다""던 임창정, 작년에 번 돈이..",1
"탐앤탐스몰, 홈카페 특가 주간 OPEN! .. 'Pick your Daily Coffee 기획전'",1
여성기업 277만개 시대의 그늘..코로나 직격탄 맞았다,1
"오후 6시 7만8,047명 확진..전날보다 1만856명 줄어",1
"미 파우치 소장 ""집단면역 달성 어려울지도""",1
"SK실트론 사익편취, 법원 판단 받는다",1
"에스와이, 한국서부발전과 '산단 지붕태양광' 사업 업무협약",1
거리두기 종료 눈앞..확진자 수 '감소세',1
"골프존 GDR아카데미, 3년 연속 '클리브랜드'와 업무협약 체결..전략적 파트너십 강화",1
韓 성장률 전망 속속 낮추는 국제기구들..3%대 위험,1
'돈 풀기' 비판했던 추경호..'50조 추경' 딜레마,1
"[나침반]TGIF, 롯데부산본점 리뉴얼..'뉴욕 오리진 슈퍼 페스타'도",1
"원자재가격 급등 비상..""신축아파트 비싸지겠네"" [부동산360]",1
"타타 모터스, 감각적인 디자인의 '커브 컨셉' 공개",1
"인디 500, '카마로 컨버터블' 페스티벌 이벤트 차량 공개",1
"하동 정금마을, 농업 환경 보전 6억 원 투입",1
'복마전 재건축' 불변의 법칙?..'강대강' 초유의 사태,1
'상하이 봉쇄' 직격탄 맞은 中자동차.. 내달 자칫 생산 전면중단 가능성도,1
"조폐공사, 속초시와 업무협약 통해 '속초사랑상품권' 출시",1
"전기차 시장 각축전..현대차, 테슬라 본격 추격",1
"세월호 참사 8주기..김부겸 ""안전 결코 타협 없다""",1
외지인 아파트 매수 몰린 충청·강원..청약 경쟁도 '후끈',1
"오뚜기, 매콤달콤 꾸덕한 '맛있는 로제떡볶이' 출시",1
'고공행진' 휘발윳값 진정세..3주 연속 가격 하락,1
"리파인, 임대차법 2년..권리조사 수요 확대 기대감",1
"갈비다움, 속편한 갈비탕 전문점 .. 남녀노소 누구나 편하게",1
3주 연속 휘발유 가격 하락..L당 전국 평균 1977원,1
"둔촌주공 재건축 조합, 과거 '공사비 증액 의결' 취소안 가결",1
"글로벌 해운 운임, 13주 연속 하락..""상하이 봉쇄로 수출 감소""",1
"[영상] 슬기로운 직장생활 비법 공개 ""신입 대리 과장 부장 모두 집중 짝짝!""",1
[알림] 연합뉴스 콘텐츠 저작권 고지,1
"""'소주 한잔' 저작권도 팔았다""..임창정 40억대 매출 '대박'",1
"한화진 환경부 장관 후보자, 재산 27억원 신고",1
"치솟는 배달비..음식점, 손님 불만 해법은? [탐사보도 뉴스프리즘]",1
"국민연금 이사장, 임기 남기고 사표..尹 당선 후 첫사례",1
"풀무원, 초당식 순두부로 즐기는 간편하고 든든한 한끼 '한끼몽글순두부' 출시",1
임기 1년 이상 남았는데..김용진 국민연금 이사장 사표,1
국제유가 완만한 하락세..3주 연속 국내 휘발유 가격 하락,1
'영끌족 어쩌나' 주택담보대출 변동금리도 6% 넘본다,1
돈버는 게임만? 돈버는 운동이 뜬다..P2E 트렌드 진화,1
1011회 로또 1등 11명..당첨금 22억2000만원,1
원두 등 원자재비 상승에 커피값도 줄인상,1
33만원 배넷저고리·25만원 돌 원피스..골드키즈만? 골드베이비도 뜬다[언박싱],1
"""실적 따로 주가 따로""..삼성전자에 물린 개미들 '곡소리'",1
"파라다이스시티, 개관 5주년 기념 '하이파이브 페스티벌' 개최",1
[기업성장 컨설팅] 연간 매출액이 높다면 법인 전환이 필요하다,1
"'둔촌주공' 갈등 장기화되나..조합, 공사비 증액계약 의결 취소",1
"20일부터 어린이 보호 구역 800여곳으로..""운전자보험 점검을""",1
"봄철 나들이객 늘었지만, 휴게소는 여전히 '한겨울'",1
"시공사 영업정지, 짓던 아파트 손해배상은?[똑똑한 부동산]",1
"'666' 삼성전자에 분통 터진 개미, ""차라리 TSMC를 사겠다""",1
한국거래소와 경쟁..대체 증권거래소 설립 본격화,1
다큐멘터리 '영화감독 노동주' 장애인의 날 기념 국회 상영회 가져,1
"아성다이소, 나만의 정원에서 가꾸는 싱싱한 봄! '원예용품 대전' 진행",1
[보따리]교통사고 전신마비로 보험금 2억.. 모녀의 '빼앗긴 10년' 진실은,1
"AT&T, 순수 통신회사로 도약..""배당주 매력적""",1
"세월호 8주년 추모 물결..尹 당선인 ""안전한 대한민국 만들 것""",1
"미, 석유·가스 시추용 공공부지 임대 재개..인플레, 우크라이나 대책",1
"""편의점에서 이런 서비스까지?""..기발한 융복합 매장들",1
"운전자 의무 '자동차보험', 저렴하게 가입하려면",1
"'허위 리뷰' 못 믿겠네..직원 동원해 ""맛있어요""",1
강원 춘천 후평동 일반산업단지 재생사업 본격 추진,1
"[이젠 일상으로]""다시 회식하고, 다시 출장가는 김과장""",1
"[김정환의 맛볼까]부활절, 달걀 대신 초콜릿 ①그랜드 하얏트 서울",1
"현대차·기아, 아쉬운 1분기..하반기 기대감 '솔솔'",1
"""적어도 벤츠·BMW는 타야 ""..'묻지마 구입' 속사정, '적과의 동침' [세상만車]",1
"""보험사 만행"" 제보로 제 발등 찍은 '계곡살인' 이은해",1
"한샘, 리빙테크 기업 선언..""2026년까지 매출 4조원 달성""",1
거리두기 해제 '기대감'..구인은 '하늘에 별따기',1
디즈니·넷플릭스 맞선 토종 OTT..오리지널 콘텐츠 확보 경쟁,1
휘발유 가격 3주째 하락..주간 휘발유 평균 가격 리터당 2000원 아래로,1
"'포스트 오미크론' 하나투어 전세기, 여름·추석 다낭으로",1
식품업계 '벌크업' 바람.. 맛∙용량∙가격 삼박자 갖춘 '빅사이즈 푸드' 봇물,1
"아이엠폼, 인바운드 관광 활성화 등 위해 MOU 체결",1
"[급등주 지금은]'따상상상' 공모주 신화 SK바이오팜, 올초 4분의 1토막",1
임기 1년4개월 남은 김용진 국민연금 이사장 돌연 사표,1
"코웨이 '노블 제습기', iF 디자인 어워드 금상 수상",1
"'소주한잔' 저작권까지 팔았다던 임창정, 45억 매출 거래소 공시",1
막걸리 열풍에 백종원까지 떴다..얼음에 타먹는 '백걸리' 출시,1
일미리금계찜닭 토스 행운퀴즈 정답 모두 공개,1
대퇴사 시대,1
"""봄 맞아 집단장 하세요"" 리빙 행사 선보이는 유통가",1
尹 연금개혁 공약 부담?..김용진 국민연금 이사장 사표 제출,1
고용노동부 주간계획(4월18일~4월22일),1
"서부발전, 전기산업엑스포서 안전기술 개발성과 뽐내",1
"[주간리뷰] 기준금리 0.25%포인트↑..""물가 상승세 확대"" 경고음",1
"CPTPP 농축산 피해규모 연 4400억? ""의도적 축소 의심""",1
[주말n입사지원]두산공작기계·팬오션·빙그레 등 채용,1
"외국인 주식 투자 포트폴리오에서 사라지는 삼성전자..""바닥 뚫고 지하실""",1
"오클리, ""자외선 눈 보호"" 스포츠 아이웨어 시프트 컬렉션 출시",1
"공사 멈춘 둔촌주공 조합, '공사비 증액 의결' 취소",1
마세라티가 국내서 15대만 판매하는 스페셜 한정판은,1
"한국공항공사, 국토부 'K-드론시스템' 실증 사업자 선정",1
"""컴투스, 1분기 실적 컨센서스 하회 전망""",1
'박재범 소주'가 전통주라고?..주류업계 시끌시끌 사연은 [생생 유통],1
[르포] 서울 역사·문화·관광 최고의 명소 꿈꾼다.. '세운블록' 미래는?,1
애플·삼성 독차지 스마트워치 시장에 구글도 참전,1
"코닉오토메이션, 상장예심 승인..'메타팩토리'로 시장 공략",1
"중국 전기차株, 봉쇄 타격 가시화..""생산·수요 악순환""",1
"휘발유 가격 3주째 하락..리터당 1,977원",1
"네이버파이낸셜, 간편결제 '압도적 1위' 굳힌다",1
"둔촌주공 재건축 조합 ""공사비 증액계약 의결 취소""",1
대출 '선방'에 NIM 상승까지..수익성 개선되는 은행들,1
"""예금 금리가 먼저 오르네?""..은행 변하는 이유",1
"""中 이렇게 빨리 쫓아올 줄은.."" 1위 뺏긴 디스플레이 '초비상' [강경주의 IT카페]",1
"""상하이 계속 봉쇄되면 내달 中 자동차공장 전면 셧다운 우려""",1
토요일 신규확진 7주만에 10만명대..위중증 사흘째 900명대,1
3월 울산 오피스텔 매매·전·월세가 모두 상승,1
"국민연금 이사장, 임기 1년 4개월 남기고 사표..尹 당선 후 첫 사례",1
"20년 뒤 대한민국, 인구 35.3%가 '노인'..부양비 3배↑",1
"'신저가' 삼성전자, 이러다 5만전자?",1
"하나카드, 생활금융플랫폼 '원큐페이'로 여는 미래",1
"[주간 추천주] ""모빌리티 성장성 명확""..LG엔솔·포스코케미칼 '러브콜'",1
"둔촌주공 갈등 장기화되나..조합 ""공사비계약 총회 의결 취소""",1
